"rideable_type","member_casual","minutes_by_group","day_of_week","month","hour_of_day"
"electric_scooter","casual","up to 10 min.","Saturday","September",16
"electric_bike","member","10 to 30 min.","Monday","April",15
"electric_bike","member","up to 10 min.","Tuesday","October",23
"classic_bike","member","over 60 min.","Monday","June",15
"classic_bike","member","10 to 30 min.","Tuesday","May",12
"classic_bike","member","up to 10 min.","Monday","September",10
"electric_bike","member","up to 10 min.","Wednesday","November",18
"electric_bike","casual","10 to 30 min.","Friday","July",17
"classic_bike","member","10 to 30 min.","Saturday","June",21
"classic_bike","member","10 to 30 min.","Friday","September",14
"electric_bike","member","10 to 30 min.","Tuesday","June",14
"classic_bike","member","30 to 60 min.","Wednesday","September",19
"electric_bike","member","10 to 30 min.","Saturday","November",18
"electric_bike","casual","up to 10 min.","Monday","February",20
"classic_bike","member","10 to 30 min.","Thursday","May",16
"electric_bike","casual","10 to 30 min.","Monday","July",10
"classic_bike","member","30 to 60 min.","Wednesday","September",18
"classic_bike","member","up to 10 min.","Wednesday","October",17
"classic_bike","member","up to 10 min.","Friday","September",8
"electric_bike","member","10 to 30 min.","Thursday","July",12
"electric_bike","casual","up to 10 min.","Friday","July",16
"classic_bike","casual","up to 10 min.","Sunday","November",16
"classic_bike","member","over 60 min.","Sunday","March",13
"electric_scooter","casual","up to 10 min.","Friday","September",16
"electric_scooter","casual","10 to 30 min.","Sunday","September",16
"electric_bike","member","10 to 30 min.","Sunday","June",7
"electric_bike","casual","up to 10 min.","Saturday","March",19
"classic_bike","member","10 to 30 min.","Wednesday","May",6
"classic_bike","member","10 to 30 min.","Thursday","April",9
"electric_bike","member","up to 10 min.","Thursday","October",12
"electric_bike","member","up to 10 min.","Saturday","July",15
"electric_bike","member","up to 10 min.","Sunday","November",10
"classic_bike","member","10 to 30 min.","Friday","March",3
"electric_bike","member","up to 10 min.","Monday","June",18
"electric_bike","casual","30 to 60 min.","Friday","June",16
"electric_scooter","member","10 to 30 min.","Monday","September",6
"classic_bike","member","10 to 30 min.","Wednesday","June",17
"electric_bike","member","up to 10 min.","Wednesday","May",9
"electric_bike","casual","up to 10 min.","Saturday","November",16
"classic_bike","member","10 to 30 min.","Sunday","June",13
"electric_bike","member","up to 10 min.","Wednesday","May",17
"electric_bike","member","up to 10 min.","Thursday","August",9
"electric_bike","casual","up to 10 min.","Monday","August",15
"classic_bike","casual","over 60 min.","Tuesday","June",19
"classic_bike","member","up to 10 min.","Friday","November",8
"electric_bike","member","10 to 30 min.","Sunday","June",22
"classic_bike","casual","up to 10 min.","Friday","August",7
"electric_bike","member","up to 10 min.","Sunday","June",9
"electric_bike","member","10 to 30 min.","Wednesday","August",18
"classic_bike","casual","up to 10 min.","Wednesday","September",16
"classic_bike","member","up to 10 min.","Sunday","July",18
"classic_bike","casual","up to 10 min.","Tuesday","March",23
"electric_bike","member","up to 10 min.","Tuesday","August",5
"electric_bike","member","up to 10 min.","Thursday","September",17
"electric_bike","casual","10 to 30 min.","Friday","May",23
"classic_bike","member","10 to 30 min.","Monday","September",14
"electric_bike","member","up to 10 min.","Wednesday","October",22
"classic_bike","casual","up to 10 min.","Sunday","June",14
"classic_bike","member","up to 10 min.","Sunday","October",6
"classic_bike","member","up to 10 min.","Friday","July",7
"electric_bike","member","10 to 30 min.","Saturday","September",12
"electric_bike","member","up to 10 min.","Monday","May",13
"electric_bike","casual","10 to 30 min.","Friday","May",12
"electric_bike","casual","up to 10 min.","Sunday","August",22
"electric_bike","casual","up to 10 min.","Wednesday","October",17
"electric_bike","casual","up to 10 min.","Saturday","August",21
"electric_bike","member","10 to 30 min.","Friday","July",8
"electric_bike","casual","10 to 30 min.","Saturday","July",9
"electric_bike","member","up to 10 min.","Thursday","August",18
"classic_bike","member","10 to 30 min.","Tuesday","October",12
"electric_bike","member","up to 10 min.","Tuesday","July",18
"electric_bike","member","up to 10 min.","Thursday","September",20
"electric_bike","member","up to 10 min.","Friday","July",12
"classic_bike","casual","30 to 60 min.","Saturday","July",12
"classic_bike","casual","10 to 30 min.","Saturday","October",14
"classic_bike","casual","up to 10 min.","Wednesday","May",16
"electric_bike","casual","10 to 30 min.","Sunday","April",14
"electric_bike","member","10 to 30 min.","Monday","January",15
"electric_bike","casual","up to 10 min.","Tuesday","May",13
"electric_bike","member","10 to 30 min.","Wednesday","November",7
"classic_bike","member","10 to 30 min.","Thursday","September",19
"electric_bike","casual","up to 10 min.","Monday","September",19
"classic_bike","casual","over 60 min.","Saturday","July",20
"electric_bike","member","10 to 30 min.","Monday","January",6
"electric_bike","member","10 to 30 min.","Thursday","January",16
"electric_bike","member","10 to 30 min.","Wednesday","January",18
"classic_bike","member","up to 10 min.","Saturday","April",9
"classic_bike","casual","over 60 min.","Saturday","August",14
"electric_bike","member","up to 10 min.","Monday","June",21
"electric_bike","member","10 to 30 min.","Tuesday","June",17
"classic_bike","member","10 to 30 min.","Tuesday","July",19
"classic_bike","casual","up to 10 min.","Thursday","January",18
"electric_bike","member","up to 10 min.","Tuesday","June",8
"classic_bike","casual","30 to 60 min.","Friday","September",10
"electric_bike","member","10 to 30 min.","Saturday","September",8
"electric_bike","casual","30 to 60 min.","Wednesday","May",17
"classic_bike","member","10 to 30 min.","Monday","September",16
"electric_bike","member","up to 10 min.","Monday","May",11
"classic_bike","casual","up to 10 min.","Tuesday","October",17
"electric_bike","member","10 to 30 min.","Tuesday","April",17
"classic_bike","member","10 to 30 min.","Monday","December",8
"electric_bike","member","10 to 30 min.","Thursday","January",9
"classic_bike","member","up to 10 min.","Tuesday","July",12
"electric_bike","casual","up to 10 min.","Monday","April",15
"electric_bike","member","up to 10 min.","Tuesday","May",19
"electric_bike","member","up to 10 min.","Monday","August",19
"classic_bike","member","up to 10 min.","Tuesday","March",15
"electric_bike","member","up to 10 min.","Tuesday","July",18
"classic_bike","casual","up to 10 min.","Thursday","July",18
"classic_bike","member","up to 10 min.","Tuesday","April",12
"classic_bike","casual","10 to 30 min.","Thursday","May",11
"electric_bike","member","up to 10 min.","Thursday","July",23
"classic_bike","member","10 to 30 min.","Sunday","March",12
"electric_bike","casual","10 to 30 min.","Friday","April",16
"electric_bike","member","up to 10 min.","Monday","September",22
"electric_bike","member","10 to 30 min.","Thursday","May",17
"classic_bike","casual","10 to 30 min.","Tuesday","June",18
"electric_bike","member","up to 10 min.","Friday","October",13
"classic_bike","member","10 to 30 min.","Wednesday","June",14
"electric_bike","member","10 to 30 min.","Tuesday","May",14
"electric_bike","casual","up to 10 min.","Sunday","July",11
"classic_bike","member","10 to 30 min.","Friday","October",7
"classic_bike","member","up to 10 min.","Sunday","May",16
"electric_bike","casual","up to 10 min.","Monday","August",18
"electric_bike","member","up to 10 min.","Monday","May",14
"electric_bike","casual","up to 10 min.","Friday","August",3
"classic_bike","member","up to 10 min.","Monday","July",8
"electric_scooter","member","10 to 30 min.","Wednesday","September",17
"electric_bike","casual","up to 10 min.","Monday","December",7
"electric_bike","member","10 to 30 min.","Monday","November",17
"electric_bike","member","10 to 30 min.","Monday","August",12
"classic_bike","member","up to 10 min.","Friday","February",11
"classic_bike","member","up to 10 min.","Tuesday","November",13
"electric_bike","casual","10 to 30 min.","Saturday","September",12
"electric_bike","member","10 to 30 min.","Wednesday","April",5
"classic_bike","member","up to 10 min.","Wednesday","July",19
"electric_bike","member","up to 10 min.","Monday","September",20
"electric_bike","casual","up to 10 min.","Saturday","July",21
"classic_bike","member","10 to 30 min.","Friday","March",6
"classic_bike","member","up to 10 min.","Wednesday","July",17
"classic_bike","casual","30 to 60 min.","Saturday","July",17
"electric_bike","casual","10 to 30 min.","Thursday","January",22
"electric_bike","member","up to 10 min.","Monday","November",17
"electric_bike","member","10 to 30 min.","Friday","October",15
"classic_bike","casual","up to 10 min.","Thursday","August",7
"electric_bike","casual","up to 10 min.","Friday","August",8
"electric_bike","member","10 to 30 min.","Monday","October",7
"electric_bike","member","10 to 30 min.","Tuesday","June",16
"classic_bike","casual","10 to 30 min.","Wednesday","May",13
"classic_bike","member","up to 10 min.","Thursday","February",8
"classic_bike","casual","10 to 30 min.","Sunday","October",14
"electric_bike","member","up to 10 min.","Thursday","September",9
"classic_bike","member","10 to 30 min.","Tuesday","September",14
"electric_bike","casual","up to 10 min.","Wednesday","September",9
"electric_bike","member","10 to 30 min.","Tuesday","August",18
"classic_bike","member","10 to 30 min.","Thursday","July",17
"electric_bike","casual","10 to 30 min.","Friday","October",17
"electric_bike","casual","10 to 30 min.","Monday","May",17
"electric_bike","casual","up to 10 min.","Wednesday","November",16
"classic_bike","member","up to 10 min.","Tuesday","April",18
"classic_bike","member","10 to 30 min.","Tuesday","September",21
"electric_bike","casual","up to 10 min.","Sunday","October",16
"classic_bike","casual","up to 10 min.","Wednesday","May",15
"classic_bike","casual","30 to 60 min.","Thursday","October",12
"classic_bike","member","up to 10 min.","Saturday","March",17
"electric_bike","member","up to 10 min.","Tuesday","October",13
"electric_bike","member","up to 10 min.","Tuesday","December",14
"electric_bike","member","up to 10 min.","Friday","May",8
"classic_bike","casual","up to 10 min.","Wednesday","September",19
"electric_bike","casual","up to 10 min.","Thursday","April",14
"classic_bike","member","up to 10 min.","Wednesday","September",6
"classic_bike","casual","10 to 30 min.","Friday","June",22
"classic_bike","casual","10 to 30 min.","Sunday","October",13
"electric_bike","casual","10 to 30 min.","Monday","July",16
"classic_bike","member","up to 10 min.","Friday","May",17
"electric_bike","member","10 to 30 min.","Tuesday","August",21
"electric_bike","member","10 to 30 min.","Tuesday","April",7
"electric_bike","casual","10 to 30 min.","Friday","May",16
"electric_bike","member","up to 10 min.","Wednesday","October",18
"classic_bike","member","up to 10 min.","Saturday","September",20
"classic_bike","member","10 to 30 min.","Thursday","June",7
"electric_bike","casual","up to 10 min.","Wednesday","October",13
"classic_bike","member","10 to 30 min.","Sunday","June",12
"classic_bike","member","10 to 30 min.","Monday","May",8
"electric_bike","casual","up to 10 min.","Thursday","October",20
"electric_bike","member","10 to 30 min.","Saturday","May",18
"electric_bike","casual","10 to 30 min.","Monday","July",21
"classic_bike","casual","10 to 30 min.","Sunday","July",14
"classic_bike","member","up to 10 min.","Tuesday","March",17
"electric_bike","member","up to 10 min.","Wednesday","November",15
"classic_bike","member","up to 10 min.","Tuesday","September",17
"electric_bike","casual","10 to 30 min.","Friday","July",18
"electric_bike","casual","up to 10 min.","Friday","June",11
"electric_bike","casual","10 to 30 min.","Sunday","October",10
"classic_bike","member","up to 10 min.","Wednesday","October",14
